premise,hypothesis,label
"The documents had to be retained for specified periods and be stored under certain procedures in accordance with Title 8 , Records Management , of GAO 's PolicyandProceduresManual .",The documents were withheld and stored according to a manual .,0
and i think a lot of cases like a lot of our minority issues the we had the ten four one verses the fourteen one election here in Dallas a while back and it lost well that was decided by a very small margin um and there were a lot of of minorities that wanted it to go the way that it didn 't go but they also had very low voter turnouts especially like in the Hispanic community and i think in that case they 've just they developed a distrust of the system and so they 've chosen not to participate in it,Hispanics used to participate more during elections .,1
"The Supreme Court established the Joint Legal Services Access & amp ; Funding Committee , directing it to make recommendations to the Court and the Legislature by December 31 , 1995 .","The Joint Legal Services Access & Funding Committee was founded before December 31 , 1995 .",0
"I 'm listening . """,I cannot hear this .,2
it it 's a rip-off,It 's more than worth it .,2
"Besides salaries , company managers view a good working environment and awards and recognition as essential for retaining employees .","Award , working environment , and salaries are all essential for retaining employees .",0
Today is judgment day .,Judgement day will not occur on this day .,2
"After the pogrom , the old structure served a bizarre variety of purposes as a Catholic chapel , a convent for fallen women , army barracks , and quartermaster 's depot .",The structure has stood empty for nearly its entire existence .,2
"In Massachusetts , Holyoke Mall encourages shoppers to buy gift certificates online with our secure ordering service .",Gift certificates are available for Holyoke Mall online .,0
"the Administrator of EPA shall promulgate a rule establishing specifications for detergent additives to implement the requirement , also contained in section 211 ( l ) , that , effective January 1 , 1995 , no gasoline may be sold or dispensed which does not contain additives to prevent the accumulation of deposits in engines or fuel systems .",The EPA Administrator will make a rule that addresses air quality .,2
"Since May , it 's been between 50 and 60 percent .","In may , the percentage always rises",1
"That 's a given , right ?","Right , that was a given ?",0
It is oldest Anglican church in Southeast Asia .,Its the newest church in the area .,2
She thought more research is needed on this issue .,She thinks they need more research .,0
The adjustment is made by applying the elasticity of WTP with respect to severity reported in the Krupnick and Cropper ( 1992 ) study .,The adjustment is made based on how lax the report is .,2
Death brings at least an end to those troublesome appetites and may open the way to something better--he doesn 't say what .,Death ends no troubles .,2
"In December 2000 , LSC issued its third program letter on state planning .",The LSC has only ever issued one program letter since it was founded .,2
"Aloud , he said nothing .",He was very upset but kept it inside .,1
"Therefore , USEPA recommends the use of the $ 0.5 dilution factor ( see Section 4 , Quality Assurance ) .",The dilution factor used .,0
"Of course , it is an open market that depends upon the U.S.",The open market couldn 't survive without the US supporting it through trade .,1
yeah well uh Craftsman put out a uh leaf vacuum a few years back craftsman Sears and Roebuck,There were no leaf blowers around until last year .,2
"Without the funding provided by LSC , many of these individuals would have no other source of legal assistance for these problems .",The LSC gives funding to individuals .,0
yeah i think that 'll be fun so we 're going to try to do that like on a three day weekend go there and,On a three day weekend we were going to try to do that because we think it would be fun .,0
